id,Weight_PID,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,xparent,Q1_1,Q1_2,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q5,Q6,Q260,Q26a,QPID,ABCAGE,Contact
258570930,.7284,English,qualified,63,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$150,000 or more",Divorced,Metro,South,Owned or being bought by you or someone in your household,Kentucky,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,No opinion,Unfavorable,Wrong direction,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Neither,Republicans,Neither,Republicans,Republicans,Republicans,Republicans,Neither,Neither,Neither,Neither,Would make no difference in your vote,Would make no difference in your vote,Catholic,No,Something else,50-64,"No, I am not willing to be interviewed"
258570931,1.366,English,qualified,22,High school graduate (high school diploma or the equivalent GED),High school,Male,"Other, Non-Hispanic",3,"$75,000 to $99,999",Never married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Self-employed,Working part-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Not so important,Not important at all,Not important at all,Not so important,Somewhat important,Republicans,Republicans,Neither,Republicans,Republicans,Neither,Neither,Republicans,Republicans,Republicans,Neither,Less likely to vote for the Republican candidate in that election,Would make no difference in your vote,Catholic,No,A Republican,18-29,"No, I am not willing to be interviewed"
258570932,1.0977,English,qualified,41,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Louisiana,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Right direction,Very important,Somewhat important,Somewhat important,Very important,Not so important,Somewhat important,Very important,Not so important,Not so important,Very important,Very important,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,Catholic,No,An Independent,30-49,"No, I am not willing to be interviewed"
258570933,1.5689,English,qualified,26,Some college or Associate degree,Some college,Female,Hispanic,3,"Less than $10,000",Never married,Metro,West,Rented for cash,California,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Republicans,Democrats,Democrats,Democrats,Neither,Democrats,Democrats,Neither,Neither,Democrats,Neither,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,No religion, ,A Democrat,18-29,"No, I am not willing to be interviewed"
258570934,.4805,English,qualified,75,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Very important,Not important at all,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,Jewish, ,Something else,65+,"Yes, I am willing to be interviewed"
258570935,.8673,English,qualified,31,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Iowa,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Not so important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not so important,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",No,A Republican,30-49,"No, I am not willing to be interviewed"
258570936,.6901,English,qualified,67,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Oklahoma,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Not important at all,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,Other Christian religion,Yes,A Republican,65+,"No, I am not willing to be interviewed"
258570937,.7401,English,qualified,67,Some college or Associate degree,Some college,Female,"Black, Non-Hispanic",1,"$50,000 to $74,999",Separated,Metro,NorthEast,Rented for cash,Pennsylvania,Retired,Not working,not parents of children 0-17 YO,Unfavorable,No opinion,Wrong direction,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Would not vote,Would make no difference in your vote,No religion, ,An Independent,65+,"No, I am not willing to be interviewed"
258570938,.7819,English,qualified,49,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Not so important,Somewhat important,Somewhat important,Very important,Somewhat important,Neither,Republicans,Neither,Neither,Neither,Neither,Republicans,Republicans,Republicans,Neither,Neither,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,Catholic,No,An Independent,30-49,"Yes, I am willing to be interviewed"
258570939,.8598,English,qualified,40,Some college or Associate degree,Some college,Male,"Black, Non-Hispanic",1,"$10,000 to $24,999",Never married,Metro,South,Rented for cash,Texas,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Neither,Neither,Neither,Neither,Neither,Democrats,Democrats,Neither,Democrats,Neither,Democrats,Would make no difference in your vote,Would make no difference in your vote,No religion, ,A Democrat,30-49,"Yes, I am willing to be interviewed"
258570940,1.1802,English,qualified,19,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$100,000 to $149,999",Never married,Non-Metro,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Full Time Student,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Somewhat important,Very important,Not so important,Very important,Very important,Somewhat important,Not important at all,Somewhat important,Not so important,Not so important,Somewhat important,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,A Republican,18-29,"No, I am not willing to be interviewed"
258570941,1.3787,Spanish,qualified,41,Some college or Associate degree,Some college,Female,Hispanic,3,"$25,000 to $49,999",Divorced,Non-Metro,West,Owned or being bought by you or someone in your household,New Mexico,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Democrats,Both,Both,Both,Democrats,Both,Both,Both,Both,Both,Democrats,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,Catholic,No,A Democrat,30-49,"Yes, I am willing to be interviewed"
258570942,.8829,English,qualified,74,Some college or Associate degree,Some college,Male,"Other, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Skipped,Very important,Somewhat important,Very important,Very important,Very important,Very important,Not important at all,Not important at all,Very important,Somewhat important,Republicans,Neither,Democrats,Republicans,Republicans,Democrats,Democrats,Neither,Neither,Democrats,Democrats,Less likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,Catholic,No,A Republican,65+,"Yes, I am willing to be interviewed"
